label,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,f63,f64,f65,f66,f67,f68,f69,f70,f71,f72,f73,f74,f75,f76,f77,f78,f79,f80,f81,f82,f83,f84,f85,f86,f87,f88,f89,f90,f91,f92,f93,f94,f95,f96,f97,f98,f99,f100,f101,f102,f103,f104,f105,f106,f107,f108,f109,f110,f111,f112,f113,f114,f115,f116,f117,f118,f119,f120,f121,f122,f123,f124,f125,f126,f127,f128,batch
4,16400.4609,1.921653,4.176404,6.496266,16.042627,-3.292972,-5.115849,-22.344453,43403.0273,2.619163,13.12707,19.967719,39.309238,-10.207508,-15.508396,-57.643889,18223.1905,3.698345,5.616113,9.038791,14.510664,-4.827449,-7.910593,-21.052817,18233.5347,3.580217,5.571786,8.888386,14.598788,-4.783512,-7.809214,-21.032868,3203.3957,2.273317,1.237827,3.039208,6.730132,-0.913259,-1.762286,-5.554388,2752.4177,2.105462,1.063537,2.643976,5.755344,-0.783909,-1.521736,-5.498252,22330.6064,3.641841,7.901413,13.901806,22.407827,-6.398065,-11.059025,-23.203483,23280.3213,3.607248,8.337,15.142695,21.234652,-6.887549,-11.797347,-30.068823,40112.7969,2.787342,10.541238,14.726469,26.018888,-7.844177,-11.382596,-39.846879,29762.7344,2.667729,7.007664,9.699506,18.369952,-5.35882,-7.632139,-26.596505,21387.127,3.847343,6.371654,9.342721,14.457365,-5.397699,-8.180245,-16.342702,16723.7715,3.667497,5.005478,7.570998,10.57059,-4.316715,-6.469206,-13.128714,4590.5718,2.259156,1.695434,4.043554,6.184712,-1.278788,-2.229217,-4.729799,4642.8804,2.260371,1.682578,3.873741,5.494476,-1.266328,-2.154461,-4.412326,25887.4805,3.885257,8.740872,14.505806,18.888572,-7.258246,-12.195456,-23.267513,22707.6484,3.764452,7.762866,13.169087,17.555689,-6.23567,-10.285047,-20.243285,
4,5068.2852,1.444956,1.315775,2.64699,8.764638,-1.263119,-2.080115,-8.505397,12345.2558,1.716832,3.950034,7.533552,17.43035,-2.870526,-4.805964,-19.984434,5162.2861,1.958916,1.758879,3.518063,6.430085,-1.211973,-2.009599,-8.696285,5246.4497,1.928327,1.757487,3.557633,8.36682,-1.214944,-2.108526,-8.395411,1178.7944,1.537137,0.587569,1.92588,5.150654,-0.327694,-0.725682,-4.100931,1055.1765,1.484866,0.527226,1.627401,4.155969,-0.303655,-0.693427,-3.881396,6762.4941,2.017544,2.730613,6.048539,10.656994,-1.713175,-2.93268,-9.897599,7117.3877,2.012192,2.961787,6.654199,11.873817,-1.824408,-3.129757,-11.117264,12746.9472,1.7812,3.175362,5.035772,11.982054,-2.376078,-3.712819,-13.757083,8804.4345,1.634807,2.072617,3.56884,8.732667,-1.575369,-2.470971,-8.852748,5882.6225,1.984259,1.820266,3.190274,5.598511,-1.274147,-1.880556,-5.557151,4670.6811,1.935986,1.520996,2.757448,5.553983,-1.058025,-1.54199,-4.215054,1716.552,1.556795,0.833508,2.614111,5.062549,-0.448668,-0.859051,-3.052278,1753.1218,1.564213,0.82441,2.407142,4.615747,-0.456063,-0.84187,-3.378357,7446.5195,2.054036,2.709062,5.769884,8.586957,-1.757404,-2.631809,-7.123719,6716.2749,2.033107,2.511433,5.114192,8.885195,-1.593675,-2.443449,-6.370189,
5,64974.5019,9.505118,14.743639,19.037817,28.665253,-8.943638,-13.036362,-60.943911,126643.8476,11.417096,31.675321,42.40879,66.285344,-20.626964,-34.024494,-138.419869,24114.646,6.639855,6.090206,8.142447,14.464067,-4.631759,-7.299434,-20.211658,24040.374,6.325922,5.974141,8.115685,13.433741,-4.545433,-7.28067,-20.945296,4393.7262,3.286574,1.330859,2.210884,5.604262,-0.846752,-1.602188,-5.898602,3910.5453,3.050652,1.166911,1.87167,4.788802,-0.717927,-1.36351,-5.546454,30811.2759,6.904702,8.593022,12.093575,21.489602,-6.44063,-10.73291,-26.213674,32155.2021,6.808852,8.93661,12.58455,20.368696,-6.694728,-11.753045,-30.449356,89734.2754,8.246855,20.839673,26.916775,44.521494,-13.621,-19.814123,-83.688698,61237.0352,6.743954,13.283825,16.865326,27.478947,-9.341689,-13.170014,-46.649851,28786.4717,7.066984,7.052401,9.007903,13.058132,-5.526593,-8.141118,-16.883789,22566.0135,6.664646,5.535661,7.183531,11.204546,-4.31536,-6.280215,-13.940299,6768.0381,3.572616,2.00617,3.332387,5.602138,-1.22786,-2.011281,-5.515461,6824.2858,3.588884,2.013481,3.237737,5.487991,-1.193983,-1.851614,-4.411826,36043.4761,7.512195,9.678329,13.127302,18.891463,-7.695562,-12.406721,-25.299111,30968.731,7.053453,8.462561,11.412868,16.353393,-6.491848,-10.008117,-20.300832,
5,67661.5136,4.829565,17.171393,24.883426,37.49082,-10.891124,-15.891506,-71.259919,135488.0429,6.054421,38.42523,60.361663,90.106898,-25.074684,-39.558285,-192.782958,28004.4512,5.150324,8.038347,12.481544,18.37899,-6.393121,-10.315689,-27.806462,27816.6748,4.942137,7.836877,12.498268,17.515427,-6.226136,-9.889642,-28.672557,4613.221,2.844913,1.739761,4.185947,6.92343,-1.069859,-1.921963,-6.37693,3991.0303,2.601622,1.460675,3.576197,6.964718,-0.888789,-1.655879,-6.571779,34994.125,5.14789,11.525542,20.702994,27.858387,-8.610455,-14.127582,-33.07213,36643.3428,5.132068,12.040814,22.413383,30.816088,-9.050839,-15.364175,-38.620762,97098.8769,5.3219,25.190373,34.55951,53.84077,-16.700374,-24.36267,-93.682299,68537.7871,4.848609,16.304851,21.653026,36.269964,-11.794408,-16.918202,-54.68641,34264.9038,5.550002,9.419457,13.085585,17.694195,-7.732681,-11.19472,-24.191894,26593.3247,5.249602,7.352901,10.521441,14.361207,-6.02139,-8.705362,-18.257267,7036.8606,2.941595,2.541776,6.83034,10.265907,-1.549288,-2.441145,-5.150003,7057.113,2.916221,2.498399,6.516736,9.220373,-1.52686,-2.323481,-5.532666,42634.7168,5.768585,13.21568,22.579274,29.274213,-10.753309,-17.347241,-38.455771,36080.2842,5.399965,11.434042,19.458892,24.244882,-8.974268,-14.673042,-29.001678,
4,16352.8789,1.914571,4.31743,6.57971,15.673715,-3.298341,-5.07819,-20.63432,46016.4043,2.710026,14.251107,21.899452,43.200905,-10.777065,-16.308386,-58.679889,20089.7383,3.93996,6.197518,9.837875,16.177108,-5.232381,-8.898728,-22.938747,20144.3647,3.828724,6.177531,9.809003,16.163433,-5.173102,-8.753118,-20.560427,3460.4131,2.379531,1.345355,3.206297,6.042933,-0.957927,-1.805515,-6.636311,2978.6726,2.202458,1.141154,2.860477,6.041796,-0.807104,-1.605885,-5.678542,24400.5654,3.856057,8.658749,15.459794,22.65745,-6.870733,-12.085435,-28.086129,25731.2188,3.851412,9.214792,16.816698,24.817096,-7.397609,-12.909975,-27.568661,41972.832,2.872221,11.298294,16.211356,31.301245,-8.189104,-11.39738,-41.712766,31362.5136,2.74683,7.571836,10.29628,18.082228,-5.680947,-7.999053,-26.465786,23635.1206,4.113375,7.122811,10.357143,14.856703,-5.890806,-9.048281,-20.275253,18483.2192,3.911345,5.571128,8.35225,12.307461,-4.678884,-7.232615,-14.158786,5006.6963,2.367265,1.844397,4.438089,6.819715,-1.368424,-2.384615,-5.562046,5000.8746,2.346389,1.806994,4.168614,6.408554,-1.333926,-2.313202,-4.851305,28650.3017,4.158769,9.726111,16.177662,20.843283,-7.936542,-13.476323,-23.766745,24844.378,3.989415,8.536353,14.515492,18.599329,-6.811048,-11.327903,-21.886169,
4,13653.127,2.206579,3.086211,4.692821,11.556538,-2.589782,-3.993538,-14.68211,34489.7714,2.990486,9.184373,13.986575,23.776003,-7.725356,-11.634107,-36.677109,13265.0313,3.446312,4.011989,6.464216,12.133767,-3.196188,-5.160189,-14.935871,13363.2447,3.339854,3.997557,6.520322,10.500458,-3.165099,-5.307903,-14.11655,2583.915,2.175328,0.995501,2.497888,5.188437,-0.690057,-1.357262,-4.576307,2277.1529,2.041639,0.892957,2.289713,5.028603,-0.613662,-1.270726,-5.019672,16461.2071,3.453833,5.761817,10.368058,14.801237,-4.315634,-7.373918,-18.58578,17404.9976,3.447989,6.117708,11.442085,17.273532,-4.636288,-8.300644,-19.77815,31695.3438,2.94192,7.541018,10.465453,18.26511,-5.769398,-8.316709,-27.589136,22626.0625,2.62798,4.923557,6.678211,12.56223,-3.834358,-5.447774,-17.273718,15359.5239,3.529395,4.403964,6.436884,9.375507,-3.488564,-5.206626,-10.881415,12129.3657,3.391379,3.536813,5.409095,8.131173,-2.807153,-4.301031,-9.342035,3770.374,2.215728,1.401275,3.664229,5.951747,-0.974839,-1.729447,-4.108092,3824.501,2.223135,1.405259,3.492414,5.64965,-0.963174,-1.632142,-4.256564,18842.3686,3.629644,6.187312,10.273396,13.069402,-4.775506,-7.751891,-15.416933,16558.8603,3.526029,5.58665,9.403611,12.766154,-4.160286,-6.719198,-13.516816,
5,79026.7378,11.026512,19.777426,27.305306,38.921028,-11.354345,-16.754012,-73.455804,159077.9423,13.910571,44.733501,66.505811,86.669307,-27.067478,-39.847192,-181.014713,33354.189,8.436665,9.478606,13.286747,21.793228,-7.26513,-11.689134,-33.204559,33042.5772,7.991593,9.320608,13.185466,22.09658,-7.039398,-11.085612,-30.663031,5491.6057,3.799765,1.917523,3.390821,5.436101,-1.172888,-2.067462,-6.167685,4784.2522,3.453397,1.638764,2.947451,5.710259,-0.975274,-1.755334,-6.570017,41668.1118,8.640627,13.435717,20.122863,29.209702,-9.833504,-16.912685,-34.08911,43473.4737,8.506424,14.132463,21.578546,29.334022,-10.357487,-18.604788,-43.585967,113346.2159,9.797177,29.446592,39.789309,62.488187,-18.076231,-26.618655,-120.291439,79584.4355,8.041457,19.108019,24.966743,36.678194,-12.83999,-17.869276,-65.854413,40867.7412,9.137139,11.328955,15.198559,21.275698,-8.907181,-13.130492,-25.320474,31716.6836,8.577852,8.797133,11.782609,16.542906,-6.856232,-10.040471,-19.33036,8510.8382,4.156165,2.855731,5.467548,7.801594,-1.71102,-2.832942,-5.738866,8557.9539,4.15061,2.835224,5.272231,7.23496,-1.683393,-2.675725,-5.613529,50824.0161,9.677304,15.836086,22.799212,29.372537,-12.457249,-20.420055,-37.814547,43203.9351,9.034504,13.535533,19.660271,26.642394,-10.312318,-16.969939,-30.768065,
5,56922.877,4.257813,13.932459,21.050015,33.751479,-9.053739,-13.293819,-53.053609,117638.3945,5.419638,32.178874,50.576137,74.797234,-21.539713,-31.73044,-155.006232,22895.3135,4.367088,6.20679,10.67831,15.372024,-4.943575,-7.871106,-23.339776,22737.5532,4.192439,6.115143,10.653615,16.67977,-4.845544,-7.435513,-21.070486,3971.5479,2.579771,1.452127,3.573448,6.132598,-0.89606,-1.651108,-6.46617,3440.4384,2.381089,1.246002,3.174091,6.281667,-0.752648,-1.480402,-5.502283,28819.9277,4.387735,9.061329,17.350755,25.379378,-6.784676,-11.159607,-30.159357,30334.6982,4.400846,9.573679,18.953272,28.519692,-7.141408,-12.446233,-29.404496,84041.9258,4.757609,20.597184,28.393885,45.617254,-14.155485,-20.225387,-85.82944,58002.2012,4.237479,13.240821,17.509587,28.453524,-9.983725,-14.117865,-53.656967,27812.6382,4.65105,7.23355,10.684232,14.13434,-5.956552,-8.709881,-18.917534,21713.0752,4.419855,5.695626,8.611482,11.293751,-4.628254,-6.715111,-16.165776,6039.3994,2.651885,2.174477,5.897603,8.204424,-1.290633,-2.044198,-5.037896,6085.4316,2.646653,2.126808,5.58393,7.553823,-1.257998,-1.963479,-5.270948,34781.5459,4.834504,10.199897,18.822327,22.62365,-8.338195,-13.323712,-26.480651,29552.3164,4.562913,8.866044,16.481773,20.934101,-6.961435,-10.939942,-23.466922,
4,10979.8457,1.627869,2.775395,4.340444,12.83689,-2.46207,-3.907873,-15.077265,33090.6914,2.23771,9.523673,14.612028,31.539769,-8.160323,-12.43259,-41.616188,13770.3838,3.036941,4.052119,6.575036,11.857677,-3.483099,-5.565382,-16.576925,13881.7925,2.969023,4.045607,6.565133,12.675991,-3.441611,-5.666704,-14.997726,2563.7383,2.025391,0.979956,2.488293,5.030757,-0.717247,-1.4431,-4.985518,2216.7803,1.890695,0.844517,2.189681,4.606271,-0.628341,-1.244498,-5.012932,16943.2998,3.014243,5.744967,10.372055,15.882249,-4.673971,-7.958729,-21.586128,17951.3007,3.020305,6.156643,11.340239,16.702506,-5.014929,-8.464463,-22.086286,30845.0351,2.387226,7.697705,11.03438,23.178957,-6.192122,-9.065094,-31.857881,22326.4942,2.252285,5.047734,7.107534,14.936719,-4.16761,-5.978815,-18.244557,16207.6162,3.147054,4.555961,6.69098,9.965923,-3.876054,-5.735694,-12.494704,12615.8154,2.99179,3.624745,5.526975,8.696687,-3.094353,-4.540032,-9.700997,3697.7217,2.025046,1.331439,3.350157,5.587332,-1.012375,-1.738855,-4.013562,3704.0266,2.008174,1.313809,3.111212,5.267048,-0.99482,-1.694791,-4.268433,19761.3604,3.201184,6.363948,10.586171,14.123418,-5.252789,-8.554566,-16.73177,17229.5849,3.09259,5.667405,9.527671,13.820566,-4.541005,-7.198456,-15.447018,
4,5463.1231,1.500514,1.349525,2.519266,7.600197,-1.273834,-2.043439,-8.603301,15644.4199,1.915864,4.586859,8.394112,18.971362,-3.568748,-5.49781,-18.576785,6331.5733,2.198435,2.018101,3.867362,7.330407,-1.47225,-2.474653,-8.776341,6417.0523,2.153912,2.048194,3.933733,8.984412,-1.470252,-2.477869,-8.427425,1415.8111,1.652027,0.651843,1.950234,4.493318,-0.392029,-0.878384,-4.750695,1263.0906,1.58533,0.579718,1.688947,3.892468,-0.358704,-0.849558,-4.185963,8247.2006,2.269374,3.098191,6.726017,11.30868,-2.063658,-3.585758,-10.871814,8708.143,2.261197,3.330106,7.379164,12.339102,-2.187978,-3.850577,-13.335946,15685.6407,1.986111,3.71707,5.638829,13.068394,-2.806506,-4.299117,-15.858019,10802.7109,1.801551,2.434286,3.792821,8.88334,-1.834949,-2.916668,-10.666068,7301.5825,2.238117,2.125126,3.582451,5.727251,-1.564777,-2.295605,-5.72855,5758.8887,2.161704,1.772606,3.064959,5.269423,-1.284364,-1.879996,-4.964752,2057.1912,1.674951,0.926416,2.851143,5.211186,-0.526437,-1.023243,-3.333202,2104.6784,1.685103,0.902417,2.68925,4.296932,-0.535179,-0.946807,-3.141251,9247.7964,2.329474,3.123873,6.294539,9.714713,-2.153513,-3.422431,-7.317016,8262.8676,2.294486,2.881608,5.873669,8.407535,-1.93656,-3.013637,-7.069044,
5,65297.5689,9.72571,15.163039,20.11216,29.033725,-8.919634,-12.905521,-54.948337,134388.8701,12.100751,34.86432,47.302032,70.470034,-22.024776,-34.843131,-166.237873,25852.0483,7.023737,6.824498,9.312587,16.238448,-5.161252,-8.26778,-23.835272,25797.0513,6.723353,6.725185,9.073221,14.623077,-5.055965,-8.026523,-20.165955,4607.2921,3.377655,1.477807,2.449488,4.651613,-0.934536,-1.629937,-5.929837,4069.17,3.125341,1.265753,2.213829,5.181629,-0.772849,-1.432883,-5.964548,33006.4736,7.319,9.631834,13.473536,20.523019,-7.107675,-11.530226,-29.926376,34356.9975,7.186389,10.09611,14.497673,21.583842,-7.568345,-12.360268,-32.798779,94628.4883,8.686506,22.578421,29.385795,48.524799,-14.613261,-22.088829,-92.669114,65129.0605,7.138952,14.436067,18.244789,28.343601,-10.08973,-14.483569,-52.12404,31236.4702,7.554948,8.041883,10.261274,14.523931,-6.22558,-9.200381,-19.103009,24485.8554,7.090955,6.272769,8.130747,11.816573,-4.806926,-7.028685,-15.357323,7088.377,3.697309,2.196861,3.739811,5.609131,-1.355797,-2.163164,-4.671303,7174.8315,3.701329,2.195585,3.680849,5.941663,-1.310972,-2.029509,-5.347688,39075.7012,8.025583,11.009554,15.047946,21.039917,-8.827622,-13.887089,-28.143009,33464.7788,7.511961,9.561483,13.101958,17.392716,-7.36609,-11.552247,-25.407519,
5,34516.4199,3.005893,7.581288,11.812532,22.034219,-5.292532,-7.724342,-29.553391,71885.7265,3.703604,16.946428,27.515999,43.387199,-12.556807,-19.182884,-82.071791,12295.565,2.833119,3.062453,5.617369,9.95642,-2.364887,-4.02063,-13.669917,12288.167,2.754488,3.043964,5.590683,10.305338,-2.358433,-3.753355,-14.051413,2480.237,1.993105,0.821619,1.951479,4.604788,-0.516126,-1.109089,-5.363128,2171.4411,1.874172,0.724128,1.77416,4.277779,-0.440582,-0.964214,-4.396786,16147.2383,2.935542,4.565647,9.090331,14.119065,-3.337509,-5.573384,-19.35266,16885.7383,2.909844,4.888482,9.803843,15.815498,-3.51762,-5.908272,-20.669623,49007.1563,3.214123,10.407043,14.881882,28.017654,-8.089939,-11.583879,-43.63416,31666.2051,2.791766,6.37288,9.159645,16.165917,-5.323693,-7.702534,-25.176507,14455.9414,2.927258,3.339169,5.563246,8.576662,-2.730933,-3.996971,-10.638798,11463.8462,2.83406,2.730945,4.482639,7.392033,-2.160911,-3.156631,-8.217011,3751.8518,2.038316,1.259622,3.118857,5.437332,-0.716111,-1.245228,-3.830979,3771.4016,2.026172,1.238496,2.955833,5.3851,-0.70589,-1.183044,-3.44202,18583.8614,3.078422,4.874151,9.512728,13.464666,-3.776169,-5.938376,-14.41636,16045.4658,2.966796,4.299533,8.260951,11.701889,-3.244596,-4.997747,-10.991118,
5,48788.039,3.848201,11.46532,17.977911,27.629635,-7.562325,-11.001113,-40.2141,101748.3144,4.834259,26.523699,43.787991,60.575184,-18.244311,-27.446758,-123.657006,18756.1274,3.830078,4.977432,9.097097,16.133758,-3.818357,-6.118522,-18.971059,18653.3638,3.690486,4.914157,8.944235,13.672228,-3.779645,-5.958005,-19.404723,3446.7983,2.391577,1.248157,3.061551,6.419208,-0.744369,-1.379056,-5.706323,2978.4538,2.201509,1.095554,2.712909,5.180808,-0.628685,-1.199246,-5.163385,23887.1592,3.901555,7.414584,14.614757,21.321192,-5.291596,-8.62692,-25.088851,25080.1592,3.880964,7.841604,15.943808,24.166531,-5.565048,-9.321283,-24.573725,71730.3613,4.262942,16.623417,23.230041,35.981875,-11.985193,-17.913646,-66.687129,48746.9629,3.788516,10.510699,14.398235,23.816032,-8.237124,-11.378134,-40.158868,22392.1197,4.029926,5.595378,9.05665,12.09183,-4.540892,-6.663346,-15.378715,17589.7305,3.847254,4.471513,7.318475,9.561332,-3.533336,-5.083041,-12.50185,5200.6997,2.45845,1.903768,5.139912,7.786164,-1.047928,-1.731227,-4.029565,5232.667,2.442823,1.862877,4.831243,6.9097,-1.026888,-1.648886,-4.010587,28383.6133,4.220807,8.16805,15.867095,20.263419,-6.268003,-9.814956,-22.457455,24164.3149,4.005779,7.1741,13.772462,19.175452,-5.319939,-8.039786,-18.438586,
4,6591.9864,1.379799,1.679485,2.882504,10.633058,-1.768559,-3.027949,-13.305163,20889.6113,1.781025,5.803681,9.617473,20.355516,-5.573791,-8.953911,-29.729573,8537.252,2.269701,2.524989,4.335152,8.489167,-2.122378,-3.669684,-11.236489,8579.6436,2.222852,2.508725,4.245484,8.987481,-2.126078,-3.553584,-11.031088,1742.4578,1.696558,0.673843,1.84485,3.64864,-0.512606,-1.032029,-5.344803,1526.2012,1.614037,0.595895,1.631371,3.934521,-0.447809,-1.000404,-4.677649,10805.2402,2.291386,3.664305,7.099797,13.190883,-2.912136,-5.074435,-13.927833,11436.2353,2.288001,3.90053,7.870208,13.964456,-3.133379,-5.495931,-15.307143,19938.0937,1.901684,4.770726,7.09899,15.914491,-4.173291,-6.228309,-21.216688,14039.7285,1.797438,3.085898,4.642382,11.223248,-2.723099,-4.043909,-15.362334,9895.6885,2.31666,2.740717,4.160433,7.183051,-2.327185,-3.550755,-8.231056,7751.0249,2.236654,2.222928,3.547009,6.290133,-1.872643,-2.869111,-6.642522,2427.8215,1.671557,0.898301,2.566748,4.363306,-0.701749,-1.223398,-3.43286,2479.6101,1.675076,0.898148,2.349301,4.426146,-0.700533,-1.188878,-3.29001,12345.1084,2.380949,3.897668,6.820851,10.762639,-3.19209,-5.125751,-10.903519,10886.6386,2.333656,3.543233,6.175568,10.43911,-2.824412,-4.359182,-9.570142,
5,27562.5928,3.533279,5.307864,6.98568,19.240662,-3.565769,-5.598483,-25.554721,56973.6289,4.336548,10.977659,14.543298,43.917022,-8.585283,-13.71695,-56.182554,9798.9165,2.905955,1.80061,2.86166,6.937769,-1.551114,-2.715595,-10.55665,9748.1655,2.791463,1.802661,2.850557,7.298859,-1.538319,-2.798751,-10.721004,2188.4975,2.025932,0.429209,1.009252,3.499797,-0.371856,-0.839919,-4.713887,1967.8999,1.926575,0.407073,1.093281,3.9536,-0.320482,-0.765023,-4.150066,13416.1543,3.122946,2.427061,4.36253,9.467859,-2.195102,-3.791366,-13.792051,13996.229,3.083984,2.568009,4.711938,9.837808,-2.32141,-4.181939,-14.826519,35539.1318,3.274413,7.485468,9.683954,29.259911,-5.349909,-8.392145,-34.947833,21796.9189,2.657785,4.664049,6.04318,14.845297,-3.30225,-5.103697,-17.927122,11170.499,2.943989,2.075964,2.629733,5.438441,-1.75107,-2.58309,-7.881646,9013.2632,2.871014,1.637329,2.255149,4.478619,-1.40099,-2.101187,-5.900587,3429.1218,2.152476,0.700283,1.678225,3.867454,-0.503111,-0.896908,-3.196473,3481.2546,2.155694,0.694463,1.616376,4.478507,-0.501032,-0.83146,-2.856564,14931.8404,3.213832,2.708972,4.331072,6.799503,-2.422767,-3.884993,-10.589989,13106.6767,3.113263,2.359648,3.827199,6.505523,-2.090478,-3.207057,-9.982099,
5,37999.6348,3.292989,8.374203,13.241788,22.865307,-5.751823,-8.443382,-31.421815,79647.9121,4.06421,19.102177,31.126431,46.690381,-13.811844,-21.247034,-86.537164,13916.4121,3.127847,3.449598,6.414656,12.03508,-2.682286,-4.368854,-15.024269,13892.8066,3.03859,3.435758,6.474293,11.300026,-2.63484,-4.19478,-13.856219,2741.1004,2.115782,0.918295,2.298001,4.700483,-0.558485,-1.195033,-5.177071,2417.7854,1.989867,0.815917,2.019715,4.234969,-0.484746,-0.9854,-4.445976,18042.626,3.211601,5.152185,10.144158,15.196097,-3.717263,-6.202867,-19.920799,18957.7442,3.196285,5.485408,11.370575,16.01061,-3.961218,-6.527138,-22.125128,54783.6289,3.548504,11.638105,16.49229,26.025406,-8.957099,-12.781312,-52.205145,35852.748,3.111996,7.17984,9.915603,17.055916,-5.927986,-8.766139,-26.95375,16477.3037,3.252734,3.801946,6.480935,9.273303,-3.106981,-4.528002,-11.190421,13036.3017,3.138505,3.069342,5.18834,7.667977,-2.452212,-3.516187,-9.565208,4139.3203,2.166873,1.415416,3.566193,5.911466,-0.782575,-1.313245,-3.440804,4168.5945,2.157801,1.385311,3.362086,6.330548,-0.783062,-1.279607,-3.387231,20967.3594,3.406636,5.574932,11.030377,14.097949,-4.305687,-6.671602,-14.958218,18035.3906,3.267643,4.891472,9.539828,13.129295,-3.676678,-5.722589,-14.39983,
4,11494.6739,1.664223,2.871348,4.684442,11.619196,-2.530067,-3.808209,-15.965904,34349.3067,2.28352,10.077837,16.438134,31.707851,-8.431374,-12.581052,-44.140095,14349.0048,3.156735,4.311114,6.926235,11.980534,-3.649067,-5.980157,-16.136992,14307.2622,3.056137,4.307572,6.898791,11.241387,-3.601092,-5.899014,-16.079058,2636.4792,2.061602,1.039729,2.565849,5.464603,-0.759318,-1.46619,-5.174387,2287.6082,1.929655,0.884239,2.188898,4.664558,-0.647445,-1.317444,-4.755635,17587.9765,3.133592,6.108498,11.013625,16.962632,-4.893217,-8.213985,-19.883966,18493.626,3.122978,6.531261,11.896808,19.496963,-5.28936,-8.984139,-21.051135,32073.4667,2.456118,7.989558,11.518292,21.697467,-6.343201,-9.43549,-28.152328,23276.1289,2.334484,5.221122,7.243761,15.578537,-4.243821,-5.836628,-19.094123,16643.1582,3.234996,4.874902,7.159839,11.221853,-4.04866,-6.114794,-12.049075,13111.4512,3.117094,3.838456,5.809716,9.726558,-3.238216,-4.841797,-10.385751,3803.6297,2.066038,1.391737,3.472078,5.587132,-1.057759,-1.85278,-4.408358,3851.1179,2.060116,1.383946,3.34145,5.174245,-1.043959,-1.751288,-4.294201,20359.75,3.302768,6.777617,11.310464,15.358224,-5.529201,-9.06696,-16.805831,17832.8344,3.206409,6.014696,10.201327,13.946009,-4.775992,-7.568679,-14.243051,
4,16467.3965,2.504758,3.855589,5.726501,13.435713,-2.914522,-4.219563,-16.304656,43535.0196,3.565077,12.223459,17.755959,29.443578,-9.580342,-13.867578,-38.372991,17180.085,4.249727,5.070759,8.234253,13.16621,-4.180495,-6.759167,-18.876297,17254.1099,4.11144,5.013251,8.073679,12.523869,-4.139903,-6.73607,-17.78258,3178.6472,2.466476,1.186572,2.88793,5.697309,-0.827937,-1.600231,-5.563295,2769.3218,2.283621,1.042064,2.705878,4.869477,-0.723163,-1.387301,-5.109518,21076.6313,4.257996,7.114913,13.060411,19.163466,-5.551436,-9.677118,-24.230252,22246.75,4.230249,7.552445,14.100473,19.897433,-5.969895,-10.229372,-25.82052,39217.8154,3.473819,9.528675,13.222208,23.117551,-7.103353,-9.902259,-28.606888,28225.8379,3.102988,6.245868,8.375801,14.243967,-4.76976,-6.707882,-19.209065,20032.4302,4.387168,5.697002,8.318434,11.230662,-4.640263,-7.135009,-13.700222,15670.6426,4.178619,4.492954,6.824602,10.16448,-3.697488,-5.650994,-10.66788,4652.3742,2.528637,1.677267,4.306591,6.761841,-1.185226,-2.043492,-4.053855,4714.897,2.53421,1.671296,4.148519,6.521803,-1.16803,-1.987961,-5.068246,24412.3784,4.523751,7.845331,13.193531,17.788138,-6.28084,-10.184454,-18.637079,21330.6324,4.352492,7.031464,11.888867,15.337634,-5.417234,-8.720209,-17.018281,
5,68237.1358,9.600626,16.28908,22.012461,34.564589,-9.392404,-13.989733,-52.483651,139606.6015,12.280437,37.038025,52.116221,73.434406,-23.023203,-36.039546,-156.593387,27781.8594,7.141742,7.394225,10.26992,16.528224,-5.807118,-9.154561,-24.966874,27510.0141,6.761364,7.267402,10.012743,16.038919,-5.64199,-8.763413,-26.141517,4800.2104,3.429657,1.557352,2.657121,5.940151,-0.996834,-1.762441,-6.508995,4201.571,3.146402,1.350591,2.368398,5.564502,-0.824544,-1.489266,-5.84845,34668.4976,7.347159,10.342196,15.050107,22.604985,-7.898578,-13.040289,-33.718492,36369.8408,7.228201,10.937418,15.766386,24.202162,-8.366058,-14.262592,-36.808481,97973.4424,8.566898,24.201499,32.180871,51.544589,-15.298168,-22.742804,-92.085222,68103.5215,6.95672,15.60682,20.20271,30.859857,-10.709022,-15.311696,-51.593472,33871.7827,7.682413,8.769067,11.368464,15.247635,-7.01813,-10.43551,-23.792982,26208.7841,7.210249,6.791817,8.928912,12.212152,-5.442077,-7.955206,-17.567963,7426.7007,3.720944,2.346185,4.227123,6.638575,-1.453285,-2.289051,-5.865005,7466.7874,3.744641,2.349273,4.156114,6.002765,-1.420218,-2.20673,-5.162745,42233.6133,8.126622,12.065087,16.726503,22.70045,-9.869149,-15.676723,-31.278979,35725.2221,7.602508,10.363419,14.644802,19.849685,-8.161439,-12.708966,-26.89119,
